"txn_year","pr","u_count"
2025-01-01 00:00:00.000 +0300,241,286
2022-01-01 00:00:00.000 +0300,500,314
2023-01-01 00:00:00.000 +0300,413,213
2024-01-01 00:00:00.000 +0300,604,11
2021-01-01 00:00:00.000 +0300,544,300
2022-01-01 00:00:00.000 +0300,169,43
2021-01-01 00:00:00.000 +0300,103,4186
2022-01-01 00:00:00.000 +0300,540,105
2022-01-01 00:00:00.000 +0300,159,61
2022-01-01 00:00:00.000 +0300,68,15735
2024-01-01 00:00:00.000 +0300,223,3238
2025-01-01 00:00:00.000 +0300,119,36
2021-01-01 00:00:00.000 +0300,161,128
2020-01-01 00:00:00.000 +0300,128,18
2024-01-01 00:00:00.000 +0300,530,114
2023-01-01 00:00:00.000 +0300,531,326
2021-01-01 00:00:00.000 +0300,598,59
2021-01-01 00:00:00.000 +0300,102,7
2023-01-01 00:00:00.000 +0300,408,199
2025-01-01 00:00:00.000 +0300,455,16
2021-01-01 00:00:00.000 +0300,68,15905
2024-01-01 00:00:00.000 +0300,153,85
2021-01-01 00:00:00.000 +0300,35,1044
2024-01-01 00:00:00.000 +0300,485,88
2021-01-01 00:00:00.000 +0300,305,18
2021-01-01 00:00:00.000 +0300,561,7087
2024-01-01 00:00:00.000 +0300,266,1171
2021-01-01 00:00:00.000 +0300,617,3403
2023-01-01 00:00:00.000 +0300,605,40
2023-01-01 00:00:00.000 +0300,32,41
2022-01-01 00:00:00.000 +0300,21,12249
2020-01-01 00:00:00.000 +0300,409,108
2023-01-01 00:00:00.000 +0300,260,326
2023-01-01 00:00:00.000 +0300,193,692
2024-01-01 00:00:00.000 +0300,533,96
2024-01-01 00:00:00.000 +0300,250,4113
2022-01-01 00:00:00.000 +0300,602,9
2025-01-01 00:00:00.000 +0300,441,4
2021-01-01 00:00:00.000 +0300,121,54
2021-01-01 00:00:00.000 +0300,200,1690
2023-01-01 00:00:00.000 +0300,555,3
2021-01-01 00:00:00.000 +0300,240,2142
2020-01-01 00:00:00.000 +0300,119,29
2022-01-01 00:00:00.000 +0300,168,29
2025-01-01 00:00:00.000 +0300,504,634
2021-01-01 00:00:00.000 +0300,502,664
2025-01-01 00:00:00.000 +0300,628,1
2023-01-01 00:00:00.000 +0300,621,422
2024-01-01 00:00:00.000 +0300,417,68
2022-01-01 00:00:00.000 +0300,125,33
2022-01-01 00:00:00.000 +0300,75,1687
2020-01-01 00:00:00.000 +0300,17,5340
2024-01-01 00:00:00.000 +0300,549,24
2021-01-01 00:00:00.000 +0300,191,1123
2022-01-01 00:00:00.000 +0300,135,4
2024-01-01 00:00:00.000 +0300,265,95
2023-01-01 00:00:00.000 +0300,557,4
2024-01-01 00:00:00.000 +0300,225,6455
2020-01-01 00:00:00.000 +0300,72,263
2022-01-01 00:00:00.000 +0300,538,158
2025-01-01 00:00:00.000 +0300,528,22
2024-01-01 00:00:00.000 +0300,167,17
2024-01-01 00:00:00.000 +0300,684,2
2024-01-01 00:00:00.000 +0300,209,619
2021-01-01 00:00:00.000 +0300,188,2288
2022-01-01 00:00:00.000 +0300,556,6
2020-01-01 00:00:00.000 +0300,506,159
2020-01-01 00:00:00.000 +0300,173,30
2023-01-01 00:00:00.000 +0300,8,15335
2021-01-01 00:00:00.000 +0300,89,855
2023-01-01 00:00:00.000 +0300,632,472
2024-01-01 00:00:00.000 +0300,214,11
2025-01-01 00:00:00.000 +0300,136,50
2024-01-01 00:00:00.000 +0300,411,60
2024-01-01 00:00:00.000 +0300,205,1819
2024-01-01 00:00:00.000 +0300,502,2139
2023-01-01 00:00:00.000 +0300,222,5109
2023-01-01 00:00:00.000 +0300,602,22
2020-01-01 00:00:00.000 +0300,550,3
2024-01-01 00:00:00.000 +0300,405,24
2025-01-01 00:00:00.000 +0300,63,2000
2024-01-01 00:00:00.000 +0300,221,2027
2020-01-01 00:00:00.000 +0300,424,117
2025-01-01 00:00:00.000 +0300,502,581
2024-01-01 00:00:00.000 +0300,220,23606
2021-01-01 00:00:00.000 +0300,563,157
2022-01-01 00:00:00.000 +0300,212,292
2021-01-01 00:00:00.000 +0300,568,14
2021-01-01 00:00:00.000 +0300,9,66588
2022-01-01 00:00:00.000 +0300,306,495
2022-01-01 00:00:00.000 +0300,541,91
2021-01-01 00:00:00.000 +0300,543,298
2024-01-01 00:00:00.000 +0300,421,14
2022-01-01 00:00:00.000 +0300,133,1754
2021-01-01 00:00:00.000 +0300,126,5
2021-01-01 00:00:00.000 +0300,557,80
2024-01-01 00:00:00.000 +0300,483,21225
2024-01-01 00:00:00.000 +0300,455,28
2023-01-01 00:00:00.000 +0300,186,2
2020-01-01 00:00:00.000 +0300,192,309
2025-01-01 00:00:00.000 +0300,540,8
2022-01-01 00:00:00.000 +0300,551,31
2025-01-01 00:00:00.000 +0300,89,679
2023-01-01 00:00:00.000 +0300,136,134
2023-01-01 00:00:00.000 +0300,210,3475
2025-01-01 00:00:00.000 +0300,170,81
2022-01-01 00:00:00.000 +0300,545,69
2023-01-01 00:00:00.000 +0300,432,82
2022-01-01 00:00:00.000 +0300,477,134531
2020-01-01 00:00:00.000 +0300,179,3
2024-01-01 00:00:00.000 +0300,568,1
2022-01-01 00:00:00.000 +0300,644,3
2024-01-01 00:00:00.000 +0300,229,1205
2021-01-01 00:00:00.000 +0300,532,589
2022-01-01 00:00:00.000 +0300,54,349
2022-01-01 00:00:00.000 +0300,301,691
2024-01-01 00:00:00.000 +0300,553,11
2021-01-01 00:00:00.000 +0300,538,358
2022-01-01 00:00:00.000 +0300,565,42
2025-01-01 00:00:00.000 +0300,19,6
2025-01-01 00:00:00.000 +0300,512,245
2022-01-01 00:00:00.000 +0300,72,327
2021-01-01 00:00:00.000 +0300,302,517
2020-01-01 00:00:00.000 +0300,306,275
2023-01-01 00:00:00.000 +0300,527,401
2020-01-01 00:00:00.000 +0300,190,69
2024-01-01 00:00:00.000 +0300,193,875
2025-01-01 00:00:00.000 +0300,572,1
2024-01-01 00:00:00.000 +0300,171,271
2025-01-01 00:00:00.000 +0300,54,115
2020-01-01 00:00:00.000 +0300,61,269
2023-01-01 00:00:00.000 +0300,167,15
2023-01-01 00:00:00.000 +0300,275,8
2023-01-01 00:00:00.000 +0300,159,77
2023-01-01 00:00:00.000 +0300,628,15
2020-01-01 00:00:00.000 +0300,486,5
2020-01-01 00:00:00.000 +0300,143,194
2020-01-01 00:00:00.000 +0300,315,44
2025-01-01 00:00:00.000 +0300,630,87
2023-01-01 00:00:00.000 +0300,160,59
2020-01-01 00:00:00.000 +0300,531,33
2024-01-01 00:00:00.000 +0300,192,1623
2023-01-01 00:00:00.000 +0300,623,2883
2025-01-01 00:00:00.000 +0300,273,19
2023-01-01 00:00:00.000 +0300,497,49
2022-01-01 00:00:00.000 +0300,317,17
2022-01-01 00:00:00.000 +0300,505,2445
2020-01-01 00:00:00.000 +0300,164,155
2022-01-01 00:00:00.000 +0300,205,534
2024-01-01 00:00:00.000 +0300,503,1
2025-01-01 00:00:00.000 +0300,481,1475
2022-01-01 00:00:00.000 +0300,234,44
2022-01-01 00:00:00.000 +0300,641,1
2022-01-01 00:00:00.000 +0300,426,5
2020-01-01 00:00:00.000 +0300,191,336
2025-01-01 00:00:00.000 +0300,484,9
2023-01-01 00:00:00.000 +0300,537,175
2022-01-01 00:00:00.000 +0300,435,406
2023-01-01 00:00:00.000 +0300,22,783
2020-01-01 00:00:00.000 +0300,181,23
2025-01-01 00:00:00.000 +0300,477,30538
2023-01-01 00:00:00.000 +0300,272,3
2020-01-01 00:00:00.000 +0300,51,2192
2020-01-01 00:00:00.000 +0300,415,612
2025-01-01 00:00:00.000 +0300,59,150
2025-01-01 00:00:00.000 +0300,543,7
2021-01-01 00:00:00.000 +0300,183,11409
2022-01-01 00:00:00.000 +0300,409,73
2020-01-01 00:00:00.000 +0300,402,723
2020-01-01 00:00:00.000 +0300,225,207
2025-01-01 00:00:00.000 +0300,542,6
2022-01-01 00:00:00.000 +0300,604,4
2025-01-01 00:00:00.000 +0300,259,14
2023-01-01 00:00:00.000 +0300,61,445
2024-01-01 00:00:00.000 +0300,491,535
2021-01-01 00:00:00.000 +0300,163,236
2023-01-01 00:00:00.000 +0300,559,3
2024-01-01 00:00:00.000 +0300,160,65
2020-01-01 00:00:00.000 +0300,523,12529
2023-01-01 00:00:00.000 +0300,546,30
2022-01-01 00:00:00.000 +0300,198,11
2023-01-01 00:00:00.000 +0300,94,2971
2024-01-01 00:00:00.000 +0300,468,21
2025-01-01 00:00:00.000 +0300,541,8
2024-01-01 00:00:00.000 +0300,177,604
2024-01-01 00:00:00.000 +0300,427,1732
2020-01-01 00:00:00.000 +0300,111,317
2022-01-01 00:00:00.000 +0300,160,35
2025-01-01 00:00:00.000 +0300,135,3
2021-01-01 00:00:00.000 +0300,524,39474
2025-01-01 00:00:00.000 +0300,190,205
2023-01-01 00:00:00.000 +0300,604,8
2023-01-01 00:00:00.000 +0300,415,340
2022-01-01 00:00:00.000 +0300,114,70
2020-01-01 00:00:00.000 +0300,419,103
2022-01-01 00:00:00.000 +0300,253,470
2023-01-01 00:00:00.000 +0300,619,370
2022-01-01 00:00:00.000 +0300,147,33
2024-01-01 00:00:00.000 +0300,9,51777
2020-01-01 00:00:00.000 +0300,223,141
2025-01-01 00:00:00.000 +0300,76,3
2022-01-01 00:00:00.000 +0300,491,463
2024-01-01 00:00:00.000 +0300,508,3093
2024-01-01 00:00:00.000 +0300,562,15
2025-01-01 00:00:00.000 +0300,260,68
2024-01-01 00:00:00.000 +0300,565,7
2021-01-01 00:00:00.000 +0300,122,80
2021-01-01 00:00:00.000 +0300,140,1
2020-01-01 00:00:00.000 +0300,477,53248
2021-01-01 00:00:00.000 +0300,28,309
2023-01-01 00:00:00.000 +0300,694,9
2024-01-01 00:00:00.000 +0300,226,3975
2022-01-01 00:00:00.000 +0300,196,1832
2022-01-01 00:00:00.000 +0300,304,910
2025-01-01 00:00:00.000 +0300,250,621
2020-01-01 00:00:00.000 +0300,110,866
2020-01-01 00:00:00.000 +0300,404,1644
2025-01-01 00:00:00.000 +0300,564,2
2024-01-01 00:00:00.000 +0300,408,40
2020-01-01 00:00:00.000 +0300,178,22
2020-01-01 00:00:00.000 +0300,161,63
2024-01-01 00:00:00.000 +0300,602,15
2020-01-01 00:00:00.000 +0300,542,4
2024-01-01 00:00:00.000 +0300,122,101
2021-01-01 00:00:00.000 +0300,572,105
2022-01-01 00:00:00.000 +0300,162,127
2023-01-01 00:00:00.000 +0300,264,21
2024-01-01 00:00:00.000 +0300,200,4870
2023-01-01 00:00:00.000 +0300,551,23
2023-01-01 00:00:00.000 +0300,110,1299
2020-01-01 00:00:00.000 +0300,502,285
2025-01-01 00:00:00.000 +0300,143,229
2021-01-01 00:00:00.000 +0300,535,484
2020-01-01 00:00:00.000 +0300,114,43
2024-01-01 00:00:00.000 +0300,467,1439
2022-01-01 00:00:00.000 +0300,412,539
2022-01-01 00:00:00.000 +0300,603,9
2024-01-01 00:00:00.000 +0300,477,138544
2021-01-01 00:00:00.000 +0300,164,273
2025-01-01 00:00:00.000 +0300,36,4
2021-01-01 00:00:00.000 +0300,308,260
2022-01-01 00:00:00.000 +0300,302,291
2021-01-01 00:00:00.000 +0300,411,459
2020-01-01 00:00:00.000 +0300,122,38
2020-01-01 00:00:00.000 +0300,151,13
2020-01-01 00:00:00.000 +0300,112,125
2024-01-01 00:00:00.000 +0300,559,8
2021-01-01 00:00:00.000 +0300,603,1
2024-01-01 00:00:00.000 +0300,339,84
2025-01-01 00:00:00.000 +0300,473,1
2020-01-01 00:00:00.000 +0300,22,1014
2022-01-01 00:00:00.000 +0300,197,35
2025-01-01 00:00:00.000 +0300,281,8
2024-01-01 00:00:00.000 +0300,185,224
2024-01-01 00:00:00.000 +0300,624,271
2024-01-01 00:00:00.000 +0300,68,11623
2024-01-01 00:00:00.000 +0300,622,2230
2021-01-01 00:00:00.000 +0300,229,105
2023-01-01 00:00:00.000 +0300,540,92
2024-01-01 00:00:00.000 +0300,76,17
2021-01-01 00:00:00.000 +0300,174,48
2025-01-01 00:00:00.000 +0300,438,32
2023-01-01 00:00:00.000 +0300,220,15811
2023-01-01 00:00:00.000 +0300,178,58
2025-01-01 00:00:00.000 +0300,93,357
2021-01-01 00:00:00.000 +0300,16,20067
2020-01-01 00:00:00.000 +0300,490,155
2023-01-01 00:00:00.000 +0300,249,5683
2024-01-01 00:00:00.000 +0300,72,10
2020-01-01 00:00:00.000 +0300,152,4
2025-01-01 00:00:00.000 +0300,635,3
2025-01-01 00:00:00.000 +0300,174,3
2022-01-01 00:00:00.000 +0300,79,1442
2022-01-01 00:00:00.000 +0300,601,19
2022-01-01 00:00:00.000 +0300,700,2
2023-01-01 00:00:00.000 +0300,568,1
2025-01-01 00:00:00.000 +0300,252,1
2021-01-01 00:00:00.000 +0300,207,210
2025-01-01 00:00:00.000 +0300,203,240
2025-01-01 00:00:00.000 +0300,30,626
2025-01-01 00:00:00.000 +0300,226,1549
2020-01-01 00:00:00.000 +0300,28,9
2025-01-01 00:00:00.000 +0300,165,13
2025-01-01 00:00:00.000 +0300,493,181
2022-01-01 00:00:00.000 +0300,617,4403
2021-01-01 00:00:00.000 +0300,59,421
2025-01-01 00:00:00.000 +0300,73,568
2020-01-01 00:00:00.000 +0300,532,29
2022-01-01 00:00:00.000 +0300,191,1860
2025-01-01 00:00:00.000 +0300,8,8045
2022-01-01 00:00:00.000 +0300,255,1
2022-01-01 00:00:00.000 +0300,220,12865
2020-01-01 00:00:00.000 +0300,133,402
2020-01-01 00:00:00.000 +0300,489,585
2023-01-01 00:00:00.000 +0300,541,72
2021-01-01 00:00:00.000 +0300,25,20946
2022-01-01 00:00:00.000 +0300,154,94
2024-01-01 00:00:00.000 +0300,458,134
2020-01-01 00:00:00.000 +0300,549,5
2024-01-01 00:00:00.000 +0300,157,2
2025-01-01 00:00:00.000 +0300,531,14
2020-01-01 00:00:00.000 +0300,149,1
2025-01-01 00:00:00.000 +0300,180,3
2021-01-01 00:00:00.000 +0300,177,767
2021-01-01 00:00:00.000 +0300,422,1172
2023-01-01 00:00:00.000 +0300,558,3
2022-01-01 00:00:00.000 +0300,210,5202
2023-01-01 00:00:00.000 +0300,254,17
2025-01-01 00:00:00.000 +0300,62,255
2020-01-01 00:00:00.000 +0300,116,93
2022-01-01 00:00:00.000 +0300,523,6195
2020-01-01 00:00:00.000 +0300,417,28
2020-01-01 00:00:00.000 +0300,222,152
2020-01-01 00:00:00.000 +0300,559,2
2024-01-01 00:00:00.000 +0300,74,25
2022-01-01 00:00:00.000 +0300,562,70
2023-01-01 00:00:00.000 +0300,240,728
2022-01-01 00:00:00.000 +0300,525,593
2024-01-01 00:00:00.000 +0300,189,1387
2023-01-01 00:00:00.000 +0300,268,49
2024-01-01 00:00:00.000 +0300,650,619
2023-01-01 00:00:00.000 +0300,247,5562
2024-01-01 00:00:00.000 +0300,600,19
2020-01-01 00:00:00.000 +0300,35,457
2023-01-01 00:00:00.000 +0300,269,32
2023-01-01 00:00:00.000 +0300,161,116
2025-01-01 00:00:00.000 +0300,126,1
2024-01-01 00:00:00.000 +0300,510,63
2022-01-01 00:00:00.000 +0300,63,12474
2021-01-01 00:00:00.000 +0300,522,69013
2020-01-01 00:00:00.000 +0300,493,351
2024-01-01 00:00:00.000 +0300,535,68
2023-01-01 00:00:00.000 +0300,36,53
2020-01-01 00:00:00.000 +0300,59,159
2022-01-01 00:00:00.000 +0300,417,15
2021-01-01 00:00:00.000 +0300,427,775
2024-01-01 00:00:00.000 +0300,6,16460
2023-01-01 00:00:00.000 +0300,536,168
2022-01-01 00:00:00.000 +0300,166,26
2024-01-01 00:00:00.000 +0300,509,1436
2024-01-01 00:00:00.000 +0300,109,241
2021-01-01 00:00:00.000 +0300,481,2501
2023-01-01 00:00:00.000 +0300,640,3
2024-01-01 00:00:00.000 +0300,275,48
2021-01-01 00:00:00.000 +0300,592,33
2023-01-01 00:00:00.000 +0300,552,21
2025-01-01 00:00:00.000 +0300,61,139
2023-01-01 00:00:00.000 +0300,618,2689
2020-01-01 00:00:00.000 +0300,312,45
2024-01-01 00:00:00.000 +0300,115,17
2024-01-01 00:00:00.000 +0300,554,12
2022-01-01 00:00:00.000 +0300,9,59509
2023-01-01 00:00:00.000 +0300,556,4
2025-01-01 00:00:00.000 +0300,444,2
2020-01-01 00:00:00.000 +0300,138,2
2022-01-01 00:00:00.000 +0300,260,92
2022-01-01 00:00:00.000 +0300,190,2015
2022-01-01 00:00:00.000 +0300,241,607
2021-01-01 00:00:00.000 +0300,61,523
2023-01-01 00:00:00.000 +0300,128,33
2020-01-01 00:00:00.000 +0300,16,8635
2022-01-01 00:00:00.000 +0300,487,96
2025-01-01 00:00:00.000 +0300,482,746
2023-01-01 00:00:00.000 +0300,491,595
2022-01-01 00:00:00.000 +0300,179,1
2024-01-01 00:00:00.000 +0300,267,457
2020-01-01 00:00:00.000 +0300,224,321
2020-01-01 00:00:00.000 +0300,524,11911
2023-01-01 00:00:00.000 +0300,182,7
2022-01-01 00:00:00.000 +0300,503,125
2023-01-01 00:00:00.000 +0300,483,11921
2022-01-01 00:00:00.000 +0300,119,66
2023-01-01 00:00:00.000 +0300,438,106
2020-01-01 00:00:00.000 +0300,507,218
2023-01-01 00:00:00.000 +0300,235,536
2023-01-01 00:00:00.000 +0300,78,1
2022-01-01 00:00:00.000 +0300,10,4715
2025-01-01 00:00:00.000 +0300,460,10
2021-01-01 00:00:00.000 +0300,206,69
2022-01-01 00:00:00.000 +0300,112,363
2021-01-01 00:00:00.000 +0300,221,806
2022-01-01 00:00:00.000 +0300,537,173
2022-01-01 00:00:00.000 +0300,150,385
2024-01-01 00:00:00.000 +0300,725,63
2021-01-01 00:00:00.000 +0300,75,2079
2024-01-01 00:00:00.000 +0300,499,85
2023-01-01 00:00:00.000 +0300,73,1826
2024-01-01 00:00:00.000 +0300,529,114
2025-01-01 00:00:00.000 +0300,9,24730
2024-01-01 00:00:00.000 +0300,119,97
2021-01-01 00:00:00.000 +0300,505,345
2024-01-01 00:00:00.000 +0300,563,23
2024-01-01 00:00:00.000 +0300,86,1103
2024-01-01 00:00:00.000 +0300,107,378
2024-01-01 00:00:00.000 +0300,438,103
2020-01-01 00:00:00.000 +0300,301,575
2022-01-01 00:00:00.000 +0300,6,18377
2021-01-01 00:00:00.000 +0300,95,777
2021-01-01 00:00:00.000 +0300,428,8530
2020-01-01 00:00:00.000 +0300,94,2761
2023-01-01 00:00:00.000 +0300,200,4527
2020-01-01 00:00:00.000 +0300,8,15699
2023-01-01 00:00:00.000 +0300,637,11
2024-01-01 00:00:00.000 +0300,235,557
2022-01-01 00:00:00.000 +0300,231,83
2025-01-01 00:00:00.000 +0300,151,21
2022-01-01 00:00:00.000 +0300,176,322
2020-01-01 00:00:00.000 +0300,70,1
2025-01-01 00:00:00.000 +0300,95,168
2020-01-01 00:00:00.000 +0300,487,39565
2021-01-01 00:00:00.000 +0300,133,1310
2021-01-01 00:00:00.000 +0300,477,112897
2024-01-01 00:00:00.000 +0300,704,74
2023-01-01 00:00:00.000 +0300,402,529
2023-01-01 00:00:00.000 +0300,183,1796
2023-01-01 00:00:00.000 +0300,631,107
2020-01-01 00:00:00.000 +0300,194,172
2020-01-01 00:00:00.000 +0300,534,28
2021-01-01 00:00:00.000 +0300,11,5154
2024-01-01 00:00:00.000 +0300,522,392
2020-01-01 00:00:00.000 +0300,305,17
2021-01-01 00:00:00.000 +0300,435,509
2024-01-01 00:00:00.000 +0300,630,249
2021-01-01 00:00:00.000 +0300,143,409
2024-01-01 00:00:00.000 +0300,643,261
2023-01-01 00:00:00.000 +0300,569,1
2025-01-01 00:00:00.000 +0300,25,3685
2020-01-01 00:00:00.000 +0300,210,2228
2024-01-01 00:00:00.000 +0300,320,1
2024-01-01 00:00:00.000 +0300,79,759
2021-01-01 00:00:00.000 +0300,194,755
2020-01-01 00:00:00.000 +0300,63,5932
2021-01-01 00:00:00.000 +0300,504,1792
2024-01-01 00:00:00.000 +0300,539,56
2021-01-01 00:00:00.000 +0300,605,200
2021-01-01 00:00:00.000 +0300,110,1757
2023-01-01 00:00:00.000 +0300,542,82
2022-01-01 00:00:00.000 +0300,559,3
2025-01-01 00:00:00.000 +0300,14,547
2023-01-01 00:00:00.000 +0300,115,19
2023-01-01 00:00:00.000 +0300,135,7
2021-01-01 00:00:00.000 +0300,596,104
2023-01-01 00:00:00.000 +0300,28,619
2023-01-01 00:00:00.000 +0300,477,145055
2021-01-01 00:00:00.000 +0300,199,302
2020-01-01 00:00:00.000 +0300,168,18
2023-01-01 00:00:00.000 +0300,54,199
2024-01-01 00:00:00.000 +0300,574,2
2022-01-01 00:00:00.000 +0300,81,1983
2024-01-01 00:00:00.000 +0300,180,10
2023-01-01 00:00:00.000 +0300,633,75
2023-01-01 00:00:00.000 +0300,107,300
2021-01-01 00:00:00.000 +0300,546,264
2023-01-01 00:00:00.000 +0300,512,1209
2025-01-01 00:00:00.000 +0300,507,1820
2025-01-01 00:00:00.000 +0300,255,1
2024-01-01 00:00:00.000 +0300,60,2241
2023-01-01 00:00:00.000 +0300,513,115
2021-01-01 00:00:00.000 +0300,248,1
2021-01-01 00:00:00.000 +0300,107,333
2023-01-01 00:00:00.000 +0300,692,28
2022-01-01 00:00:00.000 +0300,121,49
2024-01-01 00:00:00.000 +0300,641,16
2021-01-01 00:00:00.000 +0300,578,6
2024-01-01 00:00:00.000 +0300,420,52
2022-01-01 00:00:00.000 +0300,122,92
2021-01-01 00:00:00.000 +0300,138,1
2025-01-01 00:00:00.000 +0300,247,1226
2023-01-01 00:00:00.000 +0300,169,51
2020-01-01 00:00:00.000 +0300,317,12
